,essay,error,message,frase
19776,1917,0,,"Enfim, minha família paga e eu aprendo."
19777,1917,0,,Mas quem não pode pagar?
19778,1917,0,,Dizem que para quem não pode pagar o governo dá.
19779,1917,0,,"No entanto, parece que ele piora um pouco o conhecimento antes de dar."
19780,1917,1,Comma separating Subject from predicate; ,"Mas como o que é dado não se olha os dentes, tudo parece muito bem."
19781,1917,0,,"Afinal, aquela coisa de extremo valor que minha escola vende é dado para quem não pode pagar, nem o reino mais justo e politicamente correto poderia pensar em ter algo assim."
19782,1917,0,,"No entanto, apesar de todo o conhecimento que minha escola me vendeu eu ainda não descobri de quem é o conhecimento."
19783,1917,0,,Se for de quem descobriu não é da escola nem do governo.
19784,1917,1,Comma separating Subject from predicate; ,"Talvez, então, o conhecimento não seja uma mercadoria, talvez ele não tenha propriedade."
19785,1917,0,,"Se isso for verdade o conhecimento deveria ser algo que todos pudessem ""pegar""."
19786,1917,0,,"È essa, portanto, a raiz do problema da educação do Brasil."
19787,1917,0,,"A noção de que o conhecimento possa ser vendido, sua transformação numa mercadoria e o abandono da idéia de que é um direito de todos."
19788,1917,0,,Isso parece justificar e perpetuar a ridícula qualidade do ensino básico deste país.
19789,1917,0,,"Não há favor em prover educação gratuita, é um dever que inclui, mas tb transcende as obrigações governamentais."
19790,1917,1,Missing comma between the 'aposto'; ,"A sociedade brasileira precisa encarar esse terrível problema (a porca educação pública) e prover uma revolução no sistema educacional de forma a colocar o ensino como ponto máximo de nobreza, valorização e prioridade."
19791,1917,0,,Enquanto for mercadoria ou favor não há solução.
19792,1918,1,Missing comma between the 'aposto'; ,"Educação, palavra essencial em nossa sociedade contemporânea."
19793,1918,0,,"É através dela, que o indivíduo desenvolve seu conhecimento, suas habilidades e sua cidadania."
19794,1918,0,,Ela é a chave que abrirá as portas da oportunidade em sua vida.
19795,1918,1,Missing comma between the 'aposto'; ,"A ONU (Organização das Nações Unidas) considera a educação, como um dos principais fatores de avaliação do desenvolvimento de uma nação."
19796,1918,0,,"No Brasil, um dos erros a se destacar é a subdivisão do ensino em público e privado."
19797,1918,0,,"O direito a uma boa educação gratuita não é respeitado, e sabemos que essa divisão existe devido à falta de compromisso dos Governos, que ao longo dos anos, colaboraram para a formação de um Brasil mais injusto e preconceituoso."
19798,1918,0,,"A falta de capacitação e valorização dos professores é outro fator determinante, não há bons alunos sem bons professores."
19799,1918,0,,O que podemos perceber é que a educação brasileira virou uma grande bola de neve!
19800,1918,1,Missing comma between the 'aposto'; ,"Sabemos que medidas estão sendo tomadas, como: a implantação do programa Bolsa Escola, o combate ao analfabetismo, as bolsas de estudo do ProUni, o emprego do Tempo Integral, entre outras."
19801,1918,0,,"Porém, sabemos que muitas outras ações precisam ser feitas!"
19802,1918,0,,E quem poderá nos defender?
19803,1918,1,Missing comma between the 'aposto'; ,"Nós, os Brasileiros!"
19804,1918,0,,"Estudantes, pais, professores e todos os cidadãos, unidos no propósito da mudança."
19805,1918,0,,Vamos fazer nossa parte e exigir que o Governo faça a dele!
19806,1918,0,,É preciso mudar e essa mudança está em nossas mãos.
19807,1918,0,,"Para colhermos bons frutos, precisamos plantar boas sementes."
19808,1919,0,,A qualidade do ensino das escolas brasileiras está muito deficiente.
19809,1919,0,,"Muitos alunos não estão aprendendo de forma satisfatória, fazendo com que nosso país esteja incluido na lista dos países com baixa qualidade de ensino."
19810,1919,0,,"Grande parte dos professores são mal preparados, pois também foram alunos dessas mesmas escolas com baixa qualidade de ensino."
19811,1919,0,,Portanto não podemos culpar os professores por esta situação que se encontra a educação no Brasil.
19812,1919,0,,O que hoje vivenciamos nas escolas brasileiras é fruto de décadas de falhas do poder público.
19813,1919,0,,Onde não foram realizadas políticas públicas suficientes para melhorar a educação do país.
19814,1919,0,,A situação se agrava ainda mais devido ao baixo nível sócio-econômico de nossos discentes.
19815,1919,0,,"Alunos necessitando não só de boa condição finaceira para ter uma boa alimentação, condições dígnas de trasporte escolar, mas também necessitando de uma família estruturada, longe do crime e das drogas."
19816,1919,0,,"A comunidade escolar vítima da violência urbana, não apenas a violência externa aos muros da escola, mas também aquela dentro da sala de aula."
19817,1919,0,,"Professores agredidos por alunos, brigas entre discentes, drogas dentro da escola, ameaças constantes que muitos funcionários e alunos recebem por parte de marginais."
19818,1919,1,Comma separating Subject from predicate; ,"Dessa forma, em meio ao caos urbano, onde infelizmente muitas escolas estão inseridas, não há como manter uma boa qualidade da educação."
19819,1919,0,,A escola é um reflexo da sociedade em que vivemos.
19820,1919,0,,Por isso há que se fazer muito pela sociedade para melhorar a educação nas escolas.
19821,1919,1,Missing comma between the 'aposto'; ,"Deverá haver políticas públicas voltadas para diminuição da violência, melhoria do nível sócio-econômico de muitas familias brasileiras, combete às drogas."
19822,1919,0,,"Deverá também haver uma melhor fiscalização nas escolas por parte do poder público para este conhecer mais e melhor sobre a realidade das escolas públicas, sobre a qualidade do ensino e também para fiscalizar melhor os recursos financeiros destinados às escolas públicas."
19823,1919,0,,A sociedade deve também fazer sua parte participando melhor da vida escolar.
19824,1919,0,,"Pais, alunos, funcionários das escolas, profissionais de outras áreas como o setor da saúde, entre outros devem participar e contribuir para a melhoria da qualidade da educação do nosso país."
19825,1920,0,,"Para o progresso de um país é necessário que haja neste, pessoas capacitadas para que aconteça uma melhoria na qualidade de vida, uma preparação melhor na economia e política, enfim, profissionais capacitados para governar um lugar."
19826,1920,0,,Mas como tal capacitação é possível?
19827,1920,0,,A resposta é simples: com a melhoria na educação.
19828,1920,0,,Não é nenhuma novidade que a educação no Brasil vai mal.
19829,1920,0,,Mas porque será que isso ocorre?
19830,1920,0,,Como podemos esperar que um aluno saia da escola capacitado se a maior parte dos professores não apresenta tal virtude?
19831,1920,0,,"E como cobrar o empenho dos professores se os salários deixam muito a desejar e as condições estruturais das escolas são, muitas, vezes, falhas?"
19832,1920,0,,O processo da educação é um ciclo.
19833,1920,1,Comma separating Subject from predicate; ,"Se o aluno sair bem preparado da escola ele, conseqüentemente preparará bem as futuras gerações."
19834,1920,0,,"Mas a educação no país é ruim a algum tempo, mostrando o motivo de os pais dos atuais estudantes acharem que o ensino vai bem."
19835,1920,0,,"Mas ""rankings"" internacionais mostram uma realidade muito diferente."
19836,1920,0,,"O Brasil não pode ser considerado nenhum exemplo de educação, já que ficou em péssimas colocações nesses exames internacionais."
19837,1920,0,,A educação do Brasil não irá melhorar apenas com uma atitude isolada.
19838,1920,0,,"Na verdade é necessário que haja um conjunto de medidas como a melhor capacitação do professor, a maior valorização deste profissional, a melhoria da estrutura das escolas."
19839,1920,0,,"Essas medidas só se tornarão realidade quando os governantes e a população priorizar a educação e definir qual o papel da escola: capacitar o aluno para a vida, ensiná-lo a pensar para poder, no futuro, melhorar nossa sociedade."
19840,1920,0,,"Os alunos não podem sair da escola com fórmulas decoradas apenas para passar no vestibular ou em um concurso público, pois isso é uma conseqüência."
19841,1920,0,,"O importante é que o aluno saia capacitado para entender e analisar o mundo em que vive para, desta forma, melhorá-lo e prepará-lo para as futuras gerações."
19842,1921,0,,"A quem diga, que a educação no Brasil é ruim e deficiente."
19843,1921,0,,"As condições precárias das instituições públicas, e a falta de incentivo aos professores,levam a acreditar que o Brasil tem fraco desempenho na educação."
19844,1921,0,,"Apenas, distribuir livros didáticos e/ou merendas, não é suficiente para que os alunos sintam-se incentivados a estudar."
19845,1921,0,,"No meu ponto de vista, este procedimento não interfere o bastante na educação."
19846,1921,0,,"Em que adianta, o aluno receber materias de estudos, se não sabemos que realmente ele irá estudar?"
19847,1921,0,,"Muitas vezes, estes materiais são desprezados pelos mesmos, ao saírem da escola."
19848,1921,1,Comma separating Subject from predicate; ,"Este fraco desempenho educacional, não é fruto apenas, das más condições de ensino, e dos constantes atrasos dos baixos salários dos professores, e sim da falta de interesse da maioria dos alunos que brincam, enquanto, a aula está sendo passada."
19849,1921,0,,"Acredito, que se cada pessoa que fosse a uma escola, prestar-se atenção e revisar-se o que foi dado na aula, este quadro de negatividade mudaria."
19850,1921,0,,"Atualmente, sabemos que o governo oferece, alguns benefícios incentivadores, para o aluno."
19851,1921,0,,"Como a redução nas passagens da condução; as bibliotecas públicas com acesso a internet; e de instituições de ensino, que abriga o aluno durante o dia, distribuindo seu tempo em aulas teóricas, práticas, refeições e lazer."
19852,1921,0,,No que resulta em  interesse ainda mais pelos estudos.
19853,1921,1,Comma separating Subject from predicate; ,"A solução para uma educação de qualidade no Brasil, seria o crescimento dessas escolas e unidades de ensino para todo o Brasil, como também quero ressaltar, os professores e responsáveis pela educação, que deveriam ter salários dignos, e aulas  frequëntes  de capacitação e reciclagem."
19854,1922,1,Missing comma between the 'aposto'; ,Constituição Brasileira: Educação direito de todos.
19855,1922,0,,"Tem falado muito nestas palavrinhas bonitas nos últimos dias ""educação, ensino, aprendizagem"" e muito pouco tem sido feito ou quase nada."
19856,1922,0,,Não podemos nega a existência da deficiência do ensino brasileiro.
