,essay,comp1,palavras_por_texto,paragrafos_por_texto,palavras_no_paragrafo_1,palavras_no_ultimo_paragrafo,palavras_nos_intermediarios,palavras_unicas,quantidade_de_sentencas_longas,quantidade_de_paragrafos_com_sentenca_unica,CASING,CLICHES,COMPOUNDING,CONFUSED_WORDS,CONTRACTIONS,FORMAL_SPEECH,GRAMMAR,MISC,MISSPELLING,PUNCTUATION,REDACTION_TIPS,REDUNDANCY,REPETITIONS,STYLE,SYNTAX,TYPOS
1864,1864,1.5,387,4,73,109,205,136,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1865,1865,1.0,255,5,29,60,166,128,0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0
1866,1866,2.0,274,6,46,16,212,134,0,2,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0
1867,1867,1.0,236,4,71,102,63,116,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1868,1868,1.5,300,4,124,47,129,122,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
1869,1869,1.0,443,7,84,75,284,195,0,1,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0
1870,1870,1.5,208,3,74,33,101,83,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1871,1871,1.0,228,4,68,60,100,103,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,1872,0.5,78,2,47,31,0,44,0,2,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
1873,1873,0.5,397,3,47,193,157,161,2,2,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0
1874,1874,2.0,364,5,60,78,226,161,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1875,1875,1.5,277,6,49,74,154,137,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0
1876,1876,1.0,250,4,28,107,115,122,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1877,1877,1.0,287,5,55,52,180,126,1,2,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
1878,1878,0.5,277,7,23,52,202,125,0,3,1.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,16.0
1879,1879,1.5,266,5,57,52,157,145,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0
1880,1880,2.0,312,8,36,31,245,107,0,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
1881,1881,2.0,339,4,79,100,160,153,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1882,1882,0.5,171,4,57,29,85,86,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
1883,1883,1.5,303,4,78,46,179,166,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0
1884,1884,1.5,216,4,55,74,87,119,0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
1885,1885,2.0,439,8,30,92,317,185,0,2,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
1886,1886,1.5,336,12,43,19,274,146,0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0
1887,1887,1.5,302,4,48,58,196,157,1,1,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0
1888,1888,2.0,244,5,60,41,143,117,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
1889,1889,1.5,405,5,60,69,276,161,4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0
1890,1890,1.0,290,4,84,74,132,116,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0
1891,1891,2.0,421,5,108,42,271,182,1,1,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1892,1892,2.0,309,4,83,58,168,137,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
1893,1893,1.5,217,3,41,53,123,132,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0
1894,1894,1.5,238,5,41,31,166,126,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1895,1895,1.0,233,5,36,31,166,113,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
1896,1896,1.0,146,4,61,26,59,95,0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1897,1897,1.0,269,5,82,37,150,103,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0
1898,1898,1.5,258,6,35,49,174,116,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0
1899,1899,2.0,321,4,84,93,144,133,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0
1900,1900,0.5,261,5,42,69,150,134,1,3,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1901,1901,1.5,343,9,32,24,287,180,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1902,1902,0.5,107,3,42,33,32,68,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
1903,1903,1.0,242,5,54,65,123,127,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0
1904,1904,1.0,285,4,90,86,109,132,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
1905,1905,1.0,425,4,119,40,266,137,2,1,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,7.0
1906,1906,1.0,225,4,38,45,142,122,1,4,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
1907,1907,1.0,299,5,62,78,159,122,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0
1908,1908,1.5,277,4,46,42,189,138,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,1909,1.5,410,5,49,87,274,200,0,0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
1910,1910,1.5,285,5,44,46,195,132,0,2,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0
1911,1911,1.5,323,4,75,43,205,131,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0
1912,1912,1.0,448,5,63,111,274,152,0,0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
1913,1913,1.0,283,4,51,61,171,147,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1914,1914,2.0,289,4,46,76,167,134,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
1915,1915,0.5,222,4,75,23,124,103,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0
1916,1916,0.0,63,4,59,0,4,111,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0
1917,1917,1.5,466,6,103,108,255,156,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
1918,1918,1.0,234,3,34,45,155,122,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1919,1919,1.0,341,8,34,42,265,102,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0
1920,1920,1.0,315,5,51,129,135,116,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0
1921,1921,0.5,261,8,12,44,205,110,0,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1922,1922,0.5,249,1,0,249,0,131,0,0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,1923,1.5,264,4,60,60,144,132,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1924,1924,1.0,293,5,32,84,177,153,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
1925,1925,2.0,352,5,102,65,185,148,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1926,1926,2.0,354,5,77,69,208,159,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0
1927,1927,1.5,167,5,23,46,98,101,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
1928,1928,1.5,324,6,18,45,261,146,1,2,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0
1929,1929,1.5,251,4,43,46,162,105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0
1930,1930,1.5,448,3,241,101,106,171,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0
1931,1931,1.0,311,6,48,65,198,159,0,0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1932,1932,0.5,263,6,47,21,195,102,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0
1933,1933,0.5,179,12,32,5,142,78,0,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1934,1934,2.0,365,5,74,72,219,172,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,1935,0.5,250,5,58,60,132,117,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1936,1936,1.0,374,5,34,62,278,131,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0
1937,1937,1.0,200,3,69,67,64,81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1938,1938,1.0,317,5,46,94,177,121,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1939,1939,1.0,266,7,49,10,207,127,0,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
1940,1940,0.5,233,4,50,78,105,93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0
1941,1941,1.0,250,5,32,45,173,139,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
1942,1942,1.5,442,9,21,97,324,187,1,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,2.0
1943,1943,1.5,299,7,38,22,239,111,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1944,1944,2.0,297,5,55,53,189,127,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1945,1945,1.0,193,4,46,47,100,99,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1946,1946,1.0,206,5,54,33,119,106,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,1947,1.5,242,6,12,57,173,97,0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0
1948,1948,1.0,204,4,28,62,114,86,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
1949,1949,1.5,182,4,50,55,77,86,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1950,1950,1.0,276,4,71,87,118,124,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0
1951,1951,1.0,311,7,53,40,218,136,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
1952,1952,0.5,240,4,50,72,118,113,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,8.0
1953,1953,0.5,178,5,28,18,132,107,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,1954,1.0,197,4,65,57,75,60,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,1955,1.0,468,5,92,91,285,223,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0
1956,1956,1.0,283,6,24,78,181,165,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1957,1957,1.5,440,5,64,30,346,178,1,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1958,1958,1.5,342,5,66,51,225,176,0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
1959,1959,1.5,366,6,47,62,257,164,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1960,1960,1.0,250,4,31,87,132,108,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
1961,1961,1.0,374,5,48,50,276,155,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
1962,1962,0.5,300,5,33,93,174,110,1,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1963,1963,1.0,292,3,95,104,93,135,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1964,1964,1.5,320,5,68,81,171,123,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
1965,1965,1.5,331,4,59,68,204,146,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0
1966,1966,1.5,359,3,89,177,93,158,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1967,1967,1.0,287,4,79,52,156,91,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1968,1968,0.5,410,5,68,68,274,178,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1969,1969,1.5,264,4,58,72,134,115,2,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
1970,1970,1.0,314,5,63,64,187,135,0,0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
1971,1971,1.0,186,5,31,26,129,115,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,1972,1.5,426,5,51,106,269,187,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1973,1973,0.5,278,5,78,32,168,114,1,3,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
1974,1974,1.5,308,6,42,42,224,130,0,1,1.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,5.0
1975,1975,1.0,222,6,40,58,124,91,0,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1976,1976,1.0,246,4,41,42,163,116,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1977,1977,1.0,316,6,71,11,234,150,0,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0
1978,1978,1.0,405,6,65,80,260,151,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0
1979,1979,1.0,428,6,54,84,290,179,2,2,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,14.0
1980,1980,1.5,367,7,49,46,272,167,0,1,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1981,1981,0.5,182,4,31,37,114,86,1,2,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0
1982,1982,1.5,269,5,93,37,139,119,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1983,1983,1.5,446,5,26,135,285,185,3,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0
1984,1984,1.0,278,5,78,32,168,114,1,3,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
1985,1985,0.5,158,5,37,29,92,93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,1986,0.5,248,9,45,14,189,89,0,6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
1987,1987,1.5,373,6,62,90,221,148,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0
1988,1988,1.0,218,3,76,77,65,96,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0
1989,1989,1.5,463,3,93,120,250,212,0,0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1990,1990,0.5,212,6,23,51,138,77,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1991,1991,1.0,180,6,22,27,131,105,0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1992,1992,1.0,518,8,94,90,334,173,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0
1993,1993,1.0,228,6,40,13,175,108,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1994,1994,1.0,287,1,0,287,0,133,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0
1995,1995,1.0,224,4,41,66,117,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
1996,1996,1.0,217,4,45,58,114,105,0,0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1997,1997,1.0,258,6,37,49,172,117,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
1998,1998,1.5,323,5,40,73,210,143,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1999,1999,1.0,315,5,89,33,193,139,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0
2000,2000,0.5,197,5,39,23,135,75,0,4,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2001,2001,1.0,246,5,40,34,172,122,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0
2002,2002,1.0,278,5,65,48,165,127,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2003,2003,1.0,345,4,75,62,208,154,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2004,2004,0.5,225,6,40,30,155,99,0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
2005,2005,1.0,310,4,87,76,147,127,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
2006,2006,0.5,206,8,25,49,132,114,0,4,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2007,2007,0.5,215,4,37,34,144,82,0,2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0
2008,2008,1.0,361,6,41,96,224,163,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0
2009,2009,1.0,307,5,27,67,213,130,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
2010,2010,0.5,339,6,42,46,251,148,0,0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0
2011,2011,1.0,509,6,64,75,370,199,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0
2012,2012,1.0,310,10,36,32,242,137,0,10,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
2013,2013,0.5,275,4,46,55,174,138,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0
2014,2014,1.0,419,7,31,60,328,182,2,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
2015,2015,1.0,235,5,39,69,127,110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
